,predictions,labels
0,0.4746561803594749,0.33333334058866215
1,0.5959965133806676,-7.371298738068077e-09
2,0.6682040121742924,1.00000000296344
3,0.39455049421513977,-7.371298738068077e-09
4,0.3034687195898006,-7.371298738068077e-09
5,0.47297439457174606,0.6666666717760511
6,0.3956961615136,0.33333334058866215
7,0.8698031816941411,-1.6666666465356716
8,0.6011863161333417,0.33333334058866215
9,0.6725183873074919,0.6666666717760511
10,0.2339626280042879,-7.371298738068077e-09
11,0.26113744841481507,-0.33333332178611574
12,-0.12942517292367303,-7.371298738068077e-09
13,-0.3362957605312221,-0.33333332178611574
14,-0.6020843343772357,-1.3333333824385705
15,0.6531063492744594,-7.371298738068077e-09
16,1.1324966122059137,1.3333332670605411
17,0.05539891716360246,-0.33333332178611574
18,-0.6894902321377234,-0.33333332178611574
19,1.0573296601849866,-0.33333332178611574
20,-0.3885017324786548,0.33333334058866215
21,-0.3684286873857401,0.6666666717760511
22,-0.3204179046753506,-0.33333332178611574
23,-0.37913586122094123,0.33333334058866215
24,0.04986576309088646,-7.371298738068077e-09
25,-0.2892494007069841,-7.371298738068077e-09
26,-0.21219315263837227,-7.371298738068077e-09
27,0.6618975586726022,0.33333334058866215
28,0.3708368449761488,0.6666666717760511
29,-0.11721750803076755,-7.371298738068077e-09
30,0.21998781331880024,-7.371298738068077e-09
31,0.16446619113049418,0.33333334058866215
32,0.5235006940755134,0.33333334058866215
33,0.24512570550348778,0.6666666717760511
34,0.6960491651946966,0.6666666717760511
35,0.7610080951211508,2.333333327712996
36,1.078746221834884,2.0000000636158948
37,1.1602115429778295,2.0000000636158948
38,1.6198812531881146,1.3333332670605411
39,0.9225072990279859,0.6666666717760511
40,-0.20182257077672397,0.6666666717760511
41,0.4637302586411226,-7.371298738068077e-09
42,-1.1541157677222165,1.00000000296344
43,-1.1340595287463786,0.6666666717760511
44,-1.162617046441924,0.6666666717760511
45,0.27947776103275423,1.00000000296344
46,0.5539911165057697,-0.33333332178611574
47,0.2743627639509016,-7.371298738068077e-09
48,0.2654245429597655,0.33333334058866215
49,-0.10649025742696253,-7.371298738068077e-09
50,1.1902518902128338,2.0000000636158948
51,0.9815246124374379,1.00000000296344
52,0.9691586647832001,2.0000000636158948
53,-0.14895968427696074,-0.9999999841608936
54,0.15430094748073647,-7.371298738068077e-09
55,1.4788785347252165,0.33333334058866215
56,0.8660064752210838,1.00000000296344
57,-0.0271149329274529,-7.371298738068077e-09
58,0.04173237396395865,-7.371298738068077e-09
59,-0.12949201162282628,0.6666666717760511
60,-0.15497073924176571,-0.9999999841608936
61,-2.166978378338703,-2.6666665730075505
62,-0.18617090982594178,-7.371298738068077e-09
63,-0.41763361012747635,-7.371298738068077e-09
64,-0.6469957806104011,-7.371298738068077e-09
65,-0.8308774450396152,-0.9999999841608936
66,-0.20572581662670011,-2.000000044813348
67,-0.043239077229589695,0.6666666717760511
68,0.0399428831055616,-7.371298738068077e-09
69,-0.0653859334340249,-7.371298738068077e-09
70,-1.648229967105691,-0.33333332178611574
71,-1.643185448371101,-2.000000044813348
72,-1.3754242187948953,-2.000000044813348
73,-1.492052633182931,-2.6666665730075505
74,-1.5976399989188657,0.6666666717760511
75,-1.8980237467243157,-0.33333332178611574
76,-0.3998972526659891,-1.6666666465356716
77,-0.7334993810911774,-0.33333332178611574
78,-0.12619700632143097,-0.9999999841608936
79,-1.1205309064057405,-1.6666666465356716
80,-0.19714543845775603,-7.371298738068077e-09
81,-0.021480841516843707,-1.3333333824385705
82,-0.26709095465534316,-0.9999999841608936
83,-0.15578464506738984,-2.000000044813348
84,-0.9791433580524097,-0.9999999841608936
85,-1.2450985170828628,-2.3333333089104493
86,-1.019776724998039,-0.9999999841608936
87,-2.031598631071222,-3.0000001054658028
88,-1.2807085658248252,-1.6666666465356716
89,-0.3733337589572784,-7.371298738068077e-09
90,-0.20083869170713012,-1.6666666465356716
91,-0.12926719206863543,-1.3333333824385705
92,1.7359243719059738,0.6666666717760511
93,0.900172405519609,0.6666666717760511
94,-2.1332958335632886,-2.3333333089104493
95,-2.2641232364469834,-1.6666666465356716
96,-2.0212978566539594,-2.6666665730075505
97,-1.9240910071198145,-3.0000001054658028
98,-2.206809077081903,-1.3333333824385705
99,-0.7293727916733405,-1.6666666465356716
100,-1.1696937299919248,-1.6666666465356716
101,-1.8559071476975013,-2.6666665730075505
